version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,SM-A226B,2023-06-07_09-12-03,android,1.15.2,1e9fc78c-fc14-4c5d-b27f-f52add3ff14b,Accelerometer|Gravity|Gyroscope|Orientation|Location|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|0||10|10|10
