time,seconds_elapsed,z,y,x
1686129124185196000,0.192196044921875,0.007974999956786633,-0.006599999964237213,-0.0056374999694526196
1686129124195043000,0.20204296875,-0.0005499999970197678,-0.0013749999925494194,0.0017874999903142452
1686129124204884000,0.211884033203125,-0.0016499999910593033,0.0008249999955296516,-0.004537499975413084
1686129124214727200,0.22172705078125,-0.0016499999910593033,-0.0002749999985098839,-0.002474999986588955
1686129124224570400,0.2315703125,0.0004124999977648258,0.0028874999843537807,-0.0013749999925494194
1686129124234413300,0.241413330078125,-0.0005499999970197678,-0.0002749999985098839,-0.002474999986588955
1686129124244256800,0.2512568359375,0.002612499985843897,-0.002474999986588955,-0.0013749999925494194
1686129124254099700,0.261099609375,0.0015124999918043613,-0.002474999986588955,-0.0013749999925494194
1686129124263943000,0.27094287109375,-0.0005499999970197678,-0.0013749999925494194,-0.0013749999925494194
1686129124273786000,0.2807861328125,0.0004124999977648258,-0.0002749999985098839,-0.004537499975413084
1686129124283629000,0.290629150390625,0.0004124999977648258,0.0008249999955296516,0.0028874999843537807
1686129124293472300,0.30047216796875,-0.0016499999910593033,-0.0013749999925494194,-0.0056374999694526196
1686129124303315200,0.310315185546875,-0.0016499999910593033,-0.0013749999925494194,-0.002474999986588955
1686129124313158700,0.32015869140625,0.002612499985843897,-0.0013749999925494194,-0.002474999986588955
1686129124323001600,0.330001708984375,-0.0005499999970197678,0.0008249999955296516,-0.002474999986588955
1686129124332844800,0.3398447265625,0.0015124999918043613,-0.0013749999925494194,-0.002474999986588955
1686129124342687700,0.349687744140625,0.002612499985843897,-0.0002749999985098839,-0.0034374999813735485
1686129124352531000,0.359531005859375,0.0015124999918043613,0.0008249999955296516,-0.004537499975413084
1686129124362374100,0.3693740234375,0.002612499985843897,-0.0002749999985098839,-0.0013749999925494194
1686129124372217300,0.37921728515625,0.0004124999977648258,-0.0002749999985098839,-0.0002749999985098839
1686129124382060500,0.389060546875,0.0004124999977648258,0.0017874999903142452,-0.0056374999694526196
1686129124391903500,0.398903564453125,0.0004124999977648258,-0.0002749999985098839,-0.002474999986588955
1686129124401746700,0.40874658203125,0.0004124999977648258,0.0008249999955296516,-0.0013749999925494194
1686129124411589600,0.418589599609375,0.0004124999977648258,0.0008249999955296516,0.0008249999955296516
1686129124421433000,0.42843310546875,0.0015124999918043613,0.0008249999955296516,-0.004537499975413084
1686129124431276000,0.438276123046875,0.0015124999918043613,0.0017874999903142452,-0.0002749999985098839
1686129124441119200,0.448119140625,-0.0016499999910593033,-0.002474999986588955,0.0028874999843537807
1686129124450962200,0.457962158203125,0.0015124999918043613,0.0017874999903142452,-0.0002749999985098839
1686129124460805400,0.467805419921875,-0.0038499999791383743,-0.0013749999925494194,-0.004537499975413084
1686129124470648600,0.477648681640625,-0.002749999985098839,-0.0002749999985098839,-0.004537499975413084
1686129124480491800,0.48749169921875,-0.002749999985098839,0.003987499978393316,-0.0034374999813735485
1686129124490334700,0.497334716796875,0.0004124999977648258,-0.0013749999925494194,-0.0013749999925494194
1686129124500178000,0.507177978515625,-0.0005499999970197678,0.0008249999955296516,-0.004537499975413084
1686129124510021000,0.517021240234375,0.0057749999687075615,-0.0013749999925494194,-0.004537499975413084
1686129124519864000,0.526864013671875,0.002612499985843897,0.0008249999955296516,0.0008249999955296516
1686129124529707500,0.53670751953125,0.004674999974668026,-0.0013749999925494194,0.0028874999843537807
1686129124539550500,0.546550537109375,0.0004124999977648258,-0.0013749999925494194,0.003987499978393316
